"Statistic","Month","Type of Feedstuff","UNIT","VALUE"
"Feed Stuff Price","1978M07","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","179"
"Feed Stuff Price","1978M07","Calf nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M07","Calf meal (16-18% protein)","Euro per Tonne","177"
"Feed Stuff Price","1978M07","Calf nuts and cubes (14-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M07","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M07","Dairy nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M07","Dairy meal (16-18% protein)","Euro per Tonne","166"
"Feed Stuff Price","1978M07","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M07","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M07","Chick mash (18-20% protein)","Euro per Tonne","210"
"Feed Stuff Price","1978M07","Layers' mash (14-16% protein)","Euro per Tonne","184"
"Feed Stuff Price","1978M07","Broiler starter (22-24% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M07","Broiler finisher (19-21% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M07","Milk replacer","Euro per Tonne",""
"Feed Stuff Price","1978M07","Wheat","Euro per Tonne",""
"Feed Stuff Price","1978M07","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M07","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1978M07","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M07","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M08","Rolled barley","Euro per Tonne",""
"Feed Stuff Price","1978M08","Bran","Euro per Tonne","156"
"Feed Stuff Price","1978M08","Pollard","Euro per Tonne","137"
"Feed Stuff Price","1978M08","Soya bean meal","Euro per Tonne",""
"Feed Stuff Price","1978M08","Barley meal","Euro per Tonne","154"
"Feed Stuff Price","1978M08","Maize meal","Euro per Tonne","179"
"Feed Stuff Price","1978M08","Flaked maize","Euro per Tonne","208"
"Feed Stuff Price","1978M08","Pig creep (18-24% protein)","Euro per Tonne","214"
"Feed Stuff Price","1978M08","Pig grower (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M08","Pig fattening meal (13-15% protein)","Euro per Tonne","172"
"Feed Stuff Price","1978M08","Sow breeder (14-16% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M08","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","178"
"Feed Stuff Price","1978M08","Calf nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M08","Calf meal (16-18% protein)","Euro per Tonne","177"
"Feed Stuff Price","1978M08","Calf nuts and cubes (14-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M08","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M08","Dairy nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M08","Dairy meal (16-18% protein)","Euro per Tonne","166"
"Feed Stuff Price","1978M08","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M08","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M08","Chick mash (18-20% protein)","Euro per Tonne","209"
"Feed Stuff Price","1978M08","Layers' mash (14-16% protein)","Euro per Tonne","184"
"Feed Stuff Price","1978M08","Broiler starter (22-24% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M08","Broiler finisher (19-21% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M08","Milk replacer","Euro per Tonne",""
"Feed Stuff Price","1978M08","Wheat","Euro per Tonne",""
"Feed Stuff Price","1978M08","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M08","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1978M08","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M08","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M09","Rolled barley","Euro per Tonne",""
"Feed Stuff Price","1978M09","Bran","Euro per Tonne","155"
"Feed Stuff Price","1978M09","Pollard","Euro per Tonne","138"
"Feed Stuff Price","1978M09","Soya bean meal","Euro per Tonne",""
"Feed Stuff Price","1978M09","Barley meal","Euro per Tonne","154"
"Feed Stuff Price","1978M09","Maize meal","Euro per Tonne","180"
"Feed Stuff Price","1978M09","Flaked maize","Euro per Tonne","212"
"Feed Stuff Price","1978M09","Pig creep (18-24% protein)","Euro per Tonne","212"
"Feed Stuff Price","1978M09","Pig grower (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M09","Pig fattening meal (13-15% protein)","Euro per Tonne","171"
"Feed Stuff Price","1978M09","Sow breeder (14-16% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M09","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","177"
"Feed Stuff Price","1978M09","Calf nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M09","Calf meal (16-18% protein)","Euro per Tonne","175"
"Feed Stuff Price","1978M09","Calf nuts and cubes (14-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M09","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M09","Dairy nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M09","Dairy meal (16-18% protein)","Euro per Tonne","165"
"Feed Stuff Price","1978M09","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M09","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M09","Chick mash (18-20% protein)","Euro per Tonne","210"
"Feed Stuff Price","1978M09","Layers' mash (14-16% protein)","Euro per Tonne","184"
"Feed Stuff Price","1978M09","Broiler starter (22-24% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M09","Broiler finisher (19-21% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M09","Milk replacer","Euro per Tonne",""
"Feed Stuff Price","1978M09","Wheat","Euro per Tonne",""
"Feed Stuff Price","1978M09","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M09","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1978M09","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M09","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M10","Rolled barley","Euro per Tonne",""
"Feed Stuff Price","1978M10","Bran","Euro per Tonne","157"
"Feed Stuff Price","1978M10","Pollard","Euro per Tonne","137"
"Feed Stuff Price","1978M10","Soya bean meal","Euro per Tonne",""
"Feed Stuff Price","1978M10","Barley meal","Euro per Tonne","154"
"Feed Stuff Price","1978M10","Maize meal","Euro per Tonne","183"
"Feed Stuff Price","1978M10","Flaked maize","Euro per Tonne","212"
"Feed Stuff Price","1978M10","Pig creep (18-24% protein)","Euro per Tonne","212"
"Feed Stuff Price","1978M10","Pig grower (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M10","Pig fattening meal (13-15% protein)","Euro per Tonne","172"
"Feed Stuff Price","1978M10","Sow breeder (14-16% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M10","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","177"
"Feed Stuff Price","1978M10","Calf nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M10","Calf meal (16-18% protein)","Euro per Tonne","175"
"Feed Stuff Price","1978M10","Calf nuts and cubes (14-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M10","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M10","Dairy nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M10","Dairy meal (16-18% protein)","Euro per Tonne","165"
"Feed Stuff Price","1978M10","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M10","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M10","Chick mash (18-20% protein)","Euro per Tonne","210"
"Feed Stuff Price","1978M10","Layers' mash (14-16% protein)","Euro per Tonne","184"
"Feed Stuff Price","1978M10","Broiler starter (22-24% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M10","Broiler finisher (19-21% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M10","Milk replacer","Euro per Tonne",""
"Feed Stuff Price","1978M10","Wheat","Euro per Tonne",""
"Feed Stuff Price","1978M10","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M10","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1978M10","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M10","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M11","Rolled barley","Euro per Tonne",""
"Feed Stuff Price","1978M11","Bran","Euro per Tonne","158"
"Feed Stuff Price","1978M11","Pollard","Euro per Tonne","139"
"Feed Stuff Price","1978M11","Soya bean meal","Euro per Tonne",""
"Feed Stuff Price","1978M11","Barley meal","Euro per Tonne","154"
"Feed Stuff Price","1978M11","Maize meal","Euro per Tonne","183"
"Feed Stuff Price","1978M11","Flaked maize","Euro per Tonne","214"
"Feed Stuff Price","1978M11","Pig creep (18-24% protein)","Euro per Tonne","212"
"Feed Stuff Price","1978M11","Pig grower (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M11","Pig fattening meal (13-15% protein)","Euro per Tonne","171"
"Feed Stuff Price","1978M11","Sow breeder (14-16% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M11","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","177"
"Feed Stuff Price","1978M11","Calf nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M11","Calf meal (16-18% protein)","Euro per Tonne","175"
"Feed Stuff Price","1978M11","Calf nuts and cubes (14-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M11","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M11","Dairy nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M11","Dairy meal (16-18% protein)","Euro per Tonne","165"
"Feed Stuff Price","1978M11","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M11","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M11","Chick mash (18-20% protein)","Euro per Tonne","208"
"Feed Stuff Price","1978M11","Layers' mash (14-16% protein)","Euro per Tonne","183"
"Feed Stuff Price","1978M11","Broiler starter (22-24% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M11","Broiler finisher (19-21% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M11","Milk replacer","Euro per Tonne",""
"Feed Stuff Price","1978M11","Wheat","Euro per Tonne",""
"Feed Stuff Price","1978M11","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M11","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1978M11","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M11","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M12","Rolled barley","Euro per Tonne",""
"Feed Stuff Price","1978M12","Bran","Euro per Tonne","159"
"Feed Stuff Price","1978M12","Pollard","Euro per Tonne","140"
"Feed Stuff Price","1978M12","Soya bean meal","Euro per Tonne",""
"Feed Stuff Price","1978M12","Barley meal","Euro per Tonne","155"
"Feed Stuff Price","1978M12","Maize meal","Euro per Tonne","183"
"Feed Stuff Price","1978M12","Flaked maize","Euro per Tonne","219"
"Feed Stuff Price","1978M12","Pig creep (18-24% protein)","Euro per Tonne","210"
"Feed Stuff Price","1978M12","Pig grower (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M12","Pig fattening meal (13-15% protein)","Euro per Tonne","173"
"Feed Stuff Price","1978M12","Sow breeder (14-16% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M12","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","179"
"Feed Stuff Price","1978M12","Calf nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M12","Calf meal (16-18% protein)","Euro per Tonne","179"
"Feed Stuff Price","1978M12","Calf nuts and cubes (14-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M12","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M12","Dairy nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M12","Dairy meal (16-18% protein)","Euro per Tonne","167"
"Feed Stuff Price","1978M12","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M12","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M12","Chick mash (18-20% protein)","Euro per Tonne","209"
"Feed Stuff Price","1978M12","Layers' mash (14-16% protein)","Euro per Tonne","186"
"Feed Stuff Price","1978M12","Broiler starter (22-24% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M12","Broiler finisher (19-21% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M12","Milk replacer","Euro per Tonne",""
"Feed Stuff Price","1978M12","Wheat","Euro per Tonne",""
"Feed Stuff Price","1978M12","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M12","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1978M12","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1978M12","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M01","Rolled barley","Euro per Tonne",""
"Feed Stuff Price","1979M01","Bran","Euro per Tonne","159"
"Feed Stuff Price","1979M01","Pollard","Euro per Tonne","137"
"Feed Stuff Price","1979M01","Soya bean meal","Euro per Tonne",""
"Feed Stuff Price","1979M01","Barley meal","Euro per Tonne","156"
"Feed Stuff Price","1979M01","Maize meal","Euro per Tonne","184"
"Feed Stuff Price","1979M01","Flaked maize","Euro per Tonne","215"
"Feed Stuff Price","1979M01","Pig creep (18-24% protein)","Euro per Tonne","211"
"Feed Stuff Price","1979M01","Pig grower (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M01","Pig fattening meal (13-15% protein)","Euro per Tonne","171"
"Feed Stuff Price","1979M01","Sow breeder (14-16% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M01","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","176"
"Feed Stuff Price","1979M01","Calf nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M01","Calf meal (16-18% protein)","Euro per Tonne","180"
"Feed Stuff Price","1979M01","Calf nuts and cubes (14-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M01","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M01","Dairy nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M01","Dairy meal (16-18% protein)","Euro per Tonne","163"
"Feed Stuff Price","1979M01","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M01","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M01","Chick mash (18-20% protein)","Euro per Tonne","197"
"Feed Stuff Price","1979M01","Layers' mash (14-16% protein)","Euro per Tonne","181"
"Feed Stuff Price","1979M01","Broiler starter (22-24% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M01","Broiler finisher (19-21% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M01","Milk replacer","Euro per Tonne",""
"Feed Stuff Price","1979M01","Wheat","Euro per Tonne",""
"Feed Stuff Price","1979M01","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M01","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1979M01","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M01","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M02","Rolled barley","Euro per Tonne",""
"Feed Stuff Price","1979M02","Bran","Euro per Tonne","159"
"Feed Stuff Price","1979M02","Pollard","Euro per Tonne","138"
"Feed Stuff Price","1979M02","Soya bean meal","Euro per Tonne",""
"Feed Stuff Price","1979M02","Barley meal","Euro per Tonne","158"
"Feed Stuff Price","1979M02","Maize meal","Euro per Tonne","185"
"Feed Stuff Price","1979M02","Flaked maize","Euro per Tonne","220"
"Feed Stuff Price","1979M02","Pig creep (18-24% protein)","Euro per Tonne","213"
"Feed Stuff Price","1979M02","Pig grower (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M02","Pig fattening meal (13-15% protein)","Euro per Tonne","175"
"Feed Stuff Price","1979M02","Sow breeder (14-16% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M02","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","180"
"Feed Stuff Price","1979M02","Calf nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M02","Calf meal (16-18% protein)","Euro per Tonne","181"
"Feed Stuff Price","1979M02","Calf nuts and cubes (14-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M02","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M02","Dairy nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M02","Dairy meal (16-18% protein)","Euro per Tonne","167"
"Feed Stuff Price","1979M02","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M02","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M02","Chick mash (18-20% protein)","Euro per Tonne","203"
"Feed Stuff Price","1979M02","Layers' mash (14-16% protein)","Euro per Tonne","185"
"Feed Stuff Price","1979M02","Broiler starter (22-24% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M02","Broiler finisher (19-21% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M02","Milk replacer","Euro per Tonne",""
"Feed Stuff Price","1979M02","Wheat","Euro per Tonne",""
"Feed Stuff Price","1979M02","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M02","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1979M02","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M02","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1979M03","Rolled barley","Euro per Tonne",""
"Feed Stuff Price","1979M03","Bran","Euro per Tonne","162"
"Feed Stuff Price","1979M03","Pollard","Euro per Tonne","146"
"Feed Stuff Price","1979M03","Soya bean meal","Euro per Tonne",""
