"Statistic","Month","Type of Feedstuff","UNIT","VALUE"
"Feed Stuff Price","2021M03","Broiler finisher (19-21% protein)","Euro per Tonne","407"
"Feed Stuff Price","2021M03","Milk replacer","Euro per Tonne","2175"
"Feed Stuff Price","2021M03","Wheat","Euro per Tonne","260"
"Feed Stuff Price","2021M03","Ewe feed coarse (16-20% protein)","Euro per Tonne","310"
"Feed Stuff Price","2021M03","Ewe pellets/nuts (16-20%)","Euro per Tonne","320"
"Feed Stuff Price","2021M03","Lamb feed (16-20% protein)","Euro per Tonne","310"
"Feed Stuff Price","2021M03","Cattle fattening meal (13-15% protein)","Euro per Tonne","295"
"Feed Stuff Price","2021M04","Rolled barley","Euro per Tonne","244"
"Feed Stuff Price","2021M04","Soya bean meal","Euro per Tonne","479"
"Feed Stuff Price","2021M04","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2021M04","Maize meal","Euro per Tonne","266"
"Feed Stuff Price","2021M04","Flaked maize","Euro per Tonne","369"
"Feed Stuff Price","2021M04","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M04","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M04","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M04","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M04","Calf nuts and cubes (16-18% protein)","Euro per Tonne","341"
"Feed Stuff Price","2021M04","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M04","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M04","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","305"
"Feed Stuff Price","2021M04","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","317"
"Feed Stuff Price","2021M04","Dairy meal (16-18% protein)","Euro per Tonne","307"
"Feed Stuff Price","2021M04","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M04","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M04","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M04","Layers' mash (14-16% protein)","Euro per Tonne","381"
"Feed Stuff Price","2021M04","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M04","Broiler finisher (19-21% protein)","Euro per Tonne","411"
"Feed Stuff Price","2021M04","Milk replacer","Euro per Tonne","2175"
"Feed Stuff Price","2021M04","Wheat","Euro per Tonne","263"
"Feed Stuff Price","2021M04","Ewe feed coarse (16-20% protein)","Euro per Tonne","314"
"Feed Stuff Price","2021M04","Ewe pellets/nuts (16-20%)","Euro per Tonne","322"
"Feed Stuff Price","2021M04","Lamb feed (16-20% protein)","Euro per Tonne","315"
"Feed Stuff Price","2021M04","Cattle fattening meal (13-15% protein)","Euro per Tonne","299"
"Feed Stuff Price","2021M05","Rolled barley","Euro per Tonne","246"
"Feed Stuff Price","2021M05","Soya bean meal","Euro per Tonne","477"
"Feed Stuff Price","2021M05","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2021M05","Maize meal","Euro per Tonne","283"
"Feed Stuff Price","2021M05","Flaked maize","Euro per Tonne","374"
"Feed Stuff Price","2021M05","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M05","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M05","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M05","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M05","Calf nuts and cubes (16-18% protein)","Euro per Tonne","346"
"Feed Stuff Price","2021M05","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M05","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M05","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","311"
"Feed Stuff Price","2021M05","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","320"
"Feed Stuff Price","2021M05","Dairy meal (16-18% protein)","Euro per Tonne","312"
"Feed Stuff Price","2021M05","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M05","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M05","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M05","Layers' mash (14-16% protein)","Euro per Tonne","394"
"Feed Stuff Price","2021M05","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M05","Broiler finisher (19-21% protein)","Euro per Tonne","414"
"Feed Stuff Price","2021M05","Milk replacer","Euro per Tonne","2199"
"Feed Stuff Price","2021M05","Wheat","Euro per Tonne","268"
"Feed Stuff Price","2021M05","Ewe feed coarse (16-20% protein)","Euro per Tonne","314"
"Feed Stuff Price","2021M05","Ewe pellets/nuts (16-20%)","Euro per Tonne","329"
"Feed Stuff Price","2021M05","Lamb feed (16-20% protein)","Euro per Tonne","320"
"Feed Stuff Price","2021M05","Cattle fattening meal (13-15% protein)","Euro per Tonne","305"
"Feed Stuff Price","2021M06","Rolled barley","Euro per Tonne","251"
"Feed Stuff Price","2021M06","Soya bean meal","Euro per Tonne","472"
"Feed Stuff Price","2021M06","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2021M06","Maize meal","Euro per Tonne","290"
"Feed Stuff Price","2021M06","Flaked maize","Euro per Tonne","374"
"Feed Stuff Price","2021M06","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M06","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M06","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M06","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M06","Calf nuts and cubes (16-18% protein)","Euro per Tonne","345"
"Feed Stuff Price","2021M06","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M06","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M06","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","313"
"Feed Stuff Price","2021M06","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","323"
"Feed Stuff Price","2021M06","Dairy meal (16-18% protein)","Euro per Tonne","314"
"Feed Stuff Price","2021M06","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M06","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M06","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M06","Layers' mash (14-16% protein)","Euro per Tonne","401"
"Feed Stuff Price","2021M06","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M06","Broiler finisher (19-21% protein)","Euro per Tonne","420"
"Feed Stuff Price","2021M06","Milk replacer","Euro per Tonne","2226"
"Feed Stuff Price","2021M06","Wheat","Euro per Tonne","269"
"Feed Stuff Price","2021M06","Ewe feed coarse (16-20% protein)","Euro per Tonne","316"
"Feed Stuff Price","2021M06","Ewe pellets/nuts (16-20%)","Euro per Tonne","331"
"Feed Stuff Price","2021M06","Lamb feed (16-20% protein)","Euro per Tonne","322"
"Feed Stuff Price","2021M06","Cattle fattening meal (13-15% protein)","Euro per Tonne","308"
"Feed Stuff Price","2021M07","Rolled barley","Euro per Tonne","255"
"Feed Stuff Price","2021M07","Soya bean meal","Euro per Tonne","469"
"Feed Stuff Price","2021M07","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2021M07","Maize meal","Euro per Tonne","292"
"Feed Stuff Price","2021M07","Flaked maize","Euro per Tonne","376"
"Feed Stuff Price","2021M07","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M07","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M07","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M07","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M07","Calf nuts and cubes (16-18% protein)","Euro per Tonne","354"
"Feed Stuff Price","2021M07","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M07","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M07","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","317"
"Feed Stuff Price","2021M07","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","324"
"Feed Stuff Price","2021M07","Dairy meal (16-18% protein)","Euro per Tonne","316"
"Feed Stuff Price","2021M07","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M07","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M07","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M07","Layers' mash (14-16% protein)","Euro per Tonne","401"
"Feed Stuff Price","2021M07","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M07","Broiler finisher (19-21% protein)","Euro per Tonne","420"
"Feed Stuff Price","2021M07","Milk replacer","Euro per Tonne","2226"
"Feed Stuff Price","2021M07","Wheat","Euro per Tonne","271"
"Feed Stuff Price","2021M07","Ewe feed coarse (16-20% protein)","Euro per Tonne","319"
"Feed Stuff Price","2021M07","Ewe pellets/nuts (16-20%)","Euro per Tonne","334"
"Feed Stuff Price","2021M07","Lamb feed (16-20% protein)","Euro per Tonne","323"
"Feed Stuff Price","2021M07","Cattle fattening meal (13-15% protein)","Euro per Tonne","310"
"Feed Stuff Price","2021M08","Rolled barley","Euro per Tonne","257"
"Feed Stuff Price","2021M08","Soya bean meal","Euro per Tonne","469"
"Feed Stuff Price","2021M08","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2021M08","Maize meal","Euro per Tonne","293"
"Feed Stuff Price","2021M08","Flaked maize","Euro per Tonne","376"
"Feed Stuff Price","2021M08","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M08","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M08","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M08","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M08","Calf nuts and cubes (16-18% protein)","Euro per Tonne","355"
"Feed Stuff Price","2021M08","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M08","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M08","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","318"
"Feed Stuff Price","2021M08","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","324"
"Feed Stuff Price","2021M08","Dairy meal (16-18% protein)","Euro per Tonne","316"
"Feed Stuff Price","2021M08","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M08","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M08","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M08","Layers' mash (14-16% protein)","Euro per Tonne","402"
"Feed Stuff Price","2021M08","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M08","Broiler finisher (19-21% protein)","Euro per Tonne","420"
"Feed Stuff Price","2021M08","Milk replacer","Euro per Tonne","2248"
"Feed Stuff Price","2021M08","Wheat","Euro per Tonne","273"
"Feed Stuff Price","2021M08","Ewe feed coarse (16-20% protein)","Euro per Tonne","319"
"Feed Stuff Price","2021M08","Ewe pellets/nuts (16-20%)","Euro per Tonne","334"
"Feed Stuff Price","2021M08","Lamb feed (16-20% protein)","Euro per Tonne","324"
"Feed Stuff Price","2021M08","Cattle fattening meal (13-15% protein)","Euro per Tonne","311"
"Feed Stuff Price","2021M09","Rolled barley","Euro per Tonne","264"
"Feed Stuff Price","2021M09","Soya bean meal","Euro per Tonne","467"
"Feed Stuff Price","2021M09","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2021M09","Maize meal","Euro per Tonne","299"
"Feed Stuff Price","2021M09","Flaked maize","Euro per Tonne","389"
"Feed Stuff Price","2021M09","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M09","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M09","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M09","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M09","Calf nuts and cubes (16-18% protein)","Euro per Tonne","360"
"Feed Stuff Price","2021M09","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M09","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M09","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","325"
"Feed Stuff Price","2021M09","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","332"
"Feed Stuff Price","2021M09","Dairy meal (16-18% protein)","Euro per Tonne","323"
"Feed Stuff Price","2021M09","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M09","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M09","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M09","Layers' mash (14-16% protein)","Euro per Tonne","407"
"Feed Stuff Price","2021M09","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M09","Broiler finisher (19-21% protein)","Euro per Tonne","422"
"Feed Stuff Price","2021M09","Milk replacer","Euro per Tonne","2275"
"Feed Stuff Price","2021M09","Wheat","Euro per Tonne","285"
"Feed Stuff Price","2021M09","Ewe feed coarse (16-20% protein)","Euro per Tonne","329"
"Feed Stuff Price","2021M09","Ewe pellets/nuts (16-20%)","Euro per Tonne","345"
"Feed Stuff Price","2021M09","Lamb feed (16-20% protein)","Euro per Tonne","329"
"Feed Stuff Price","2021M09","Cattle fattening meal (13-15% protein)","Euro per Tonne","320"
"Feed Stuff Price","2021M10","Rolled barley","Euro per Tonne","275"
"Feed Stuff Price","2021M10","Soya bean meal","Euro per Tonne","471"
"Feed Stuff Price","2021M10","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2021M10","Maize meal","Euro per Tonne","309"
"Feed Stuff Price","2021M10","Flaked maize","Euro per Tonne","391"
"Feed Stuff Price","2021M10","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M10","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M10","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M10","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M10","Calf nuts and cubes (16-18% protein)","Euro per Tonne","365"
"Feed Stuff Price","2021M10","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M10","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M10","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","329"
"Feed Stuff Price","2021M10","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","339"
"Feed Stuff Price","2021M10","Dairy meal (16-18% protein)","Euro per Tonne","328"
"Feed Stuff Price","2021M10","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M10","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M10","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M10","Layers' mash (14-16% protein)","Euro per Tonne","407"
"Feed Stuff Price","2021M10","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M10","Broiler finisher (19-21% protein)","Euro per Tonne","426"
"Feed Stuff Price","2021M10","Milk replacer","Euro per Tonne","2347"
"Feed Stuff Price","2021M10","Wheat","Euro per Tonne","291"
"Feed Stuff Price","2021M10","Ewe feed coarse (16-20% protein)","Euro per Tonne","335"
"Feed Stuff Price","2021M10","Ewe pellets/nuts (16-20%)","Euro per Tonne","352"
"Feed Stuff Price","2021M10","Lamb feed (16-20% protein)","Euro per Tonne","335"
"Feed Stuff Price","2021M10","Cattle fattening meal (13-15% protein)","Euro per Tonne","326"
"Feed Stuff Price","2021M11","Rolled barley","Euro per Tonne","287"
"Feed Stuff Price","2021M11","Soya bean meal","Euro per Tonne","469"
"Feed Stuff Price","2021M11","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2021M11","Maize meal","Euro per Tonne","314"
"Feed Stuff Price","2021M11","Flaked maize","Euro per Tonne","411"
"Feed Stuff Price","2021M11","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M11","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M11","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M11","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M11","Calf nuts and cubes (16-18% protein)","Euro per Tonne","370"
"Feed Stuff Price","2021M11","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M11","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M11","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","333"
"Feed Stuff Price","2021M11","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","344"
"Feed Stuff Price","2021M11","Dairy meal (16-18% protein)","Euro per Tonne","333"
"Feed Stuff Price","2021M11","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M11","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M11","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M11","Layers' mash (14-16% protein)","Euro per Tonne","415"
"Feed Stuff Price","2021M11","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M11","Broiler finisher (19-21% protein)","Euro per Tonne","421"
"Feed Stuff Price","2021M11","Milk replacer","Euro per Tonne","2376"
"Feed Stuff Price","2021M11","Wheat","Euro per Tonne","301"
"Feed Stuff Price","2021M11","Ewe feed coarse (16-20% protein)","Euro per Tonne","336"
"Feed Stuff Price","2021M11","Ewe pellets/nuts (16-20%)","Euro per Tonne","354"
"Feed Stuff Price","2021M11","Lamb feed (16-20% protein)","Euro per Tonne","342"
"Feed Stuff Price","2021M11","Cattle fattening meal (13-15% protein)","Euro per Tonne","330"
"Feed Stuff Price","2021M12","Rolled barley","Euro per Tonne","302"
