"Statistic","Month","Type of Cattle","UNIT","VALUE"
"Cattle Price per 100 Kg","2020M01","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2020M02","Bullocks 200-249kg","Euro","212.33"
"Cattle Price per 100 Kg","2020M02","Bullocks 250-299kg","Euro","206.89"
"Cattle Price per 100 Kg","2020M02","Bullocks 300-349kg","Euro","210.42"
"Cattle Price per 100 Kg","2020M02","Bullocks 350-399kg","Euro","208.23"
"Cattle Price per 100 Kg","2020M02","Bullocks 400-449kg","Euro","202.78"
"Cattle Price per 100 Kg","2020M02","Bullocks 450-499kg","Euro","198.14"
"Cattle Price per 100 Kg","2020M02","Bullocks 500-549kg","Euro","193.96"
"Cattle Price per 100 Kg","2020M02","Bullocks 550kg+","Euro","184.68"
"Cattle Price per 100 Kg","2020M02","Heifers 200-249kg","Euro","204.37"
"Cattle Price per 100 Kg","2020M02","Heifers 250-299kg","Euro","214.34"
"Cattle Price per 100 Kg","2020M02","Heifers 300-349kg","Euro","209.96"
"Cattle Price per 100 Kg","2020M02","Heifers 350-399kg","Euro","213.26"
"Cattle Price per 100 Kg","2020M02","Heifers 400-449kg","Euro","211.82"
"Cattle Price per 100 Kg","2020M02","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2020M03","Bullocks 200-249kg","Euro","222"
"Cattle Price per 100 Kg","2020M03","Bullocks 250-299kg","Euro","200.55"
"Cattle Price per 100 Kg","2020M03","Bullocks 300-349kg","Euro","197.25"
"Cattle Price per 100 Kg","2020M03","Bullocks 350-399kg","Euro","200.77"
"Cattle Price per 100 Kg","2020M03","Bullocks 400-449kg","Euro","199.11"
"Cattle Price per 100 Kg","2020M03","Bullocks 450-499kg","Euro","196.01"
"Cattle Price per 100 Kg","2020M03","Bullocks 500-549kg","Euro","192.73"
"Cattle Price per 100 Kg","2020M03","Bullocks 550kg+","Euro","183.31"
"Cattle Price per 100 Kg","2020M03","Heifers 200-249kg","Euro","195.02"
"Cattle Price per 100 Kg","2020M03","Heifers 250-299kg","Euro","200.18"
"Cattle Price per 100 Kg","2020M03","Heifers 300-349kg","Euro","202.61"
"Cattle Price per 100 Kg","2020M03","Heifers 350-399kg","Euro","203.64"
"Cattle Price per 100 Kg","2020M03","Heifers 400-449kg","Euro","203"
"Cattle Price per 100 Kg","2020M03","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2020M04","Bullocks 200-249kg","Euro","197.06"
"Cattle Price per 100 Kg","2020M04","Bullocks 250-299kg","Euro","178.08"
"Cattle Price per 100 Kg","2020M04","Bullocks 300-349kg","Euro","213.44"
"Cattle Price per 100 Kg","2020M04","Bullocks 350-399kg","Euro","215.91"
"Cattle Price per 100 Kg","2020M04","Bullocks 400-449kg","Euro","205.59"
"Cattle Price per 100 Kg","2020M04","Bullocks 450-499kg","Euro","203.17"
"Cattle Price per 100 Kg","2020M04","Bullocks 500-549kg","Euro","199.78"
"Cattle Price per 100 Kg","2020M04","Bullocks 550kg+","Euro","184.8"
"Cattle Price per 100 Kg","2020M04","Heifers 200-249kg","Euro","184.2"
"Cattle Price per 100 Kg","2020M04","Heifers 250-299kg","Euro","206.4"
"Cattle Price per 100 Kg","2020M04","Heifers 300-349kg","Euro","218.79"
"Cattle Price per 100 Kg","2020M04","Heifers 350-399kg","Euro","207.7"
"Cattle Price per 100 Kg","2020M04","Heifers 400-449kg","Euro","208.18"
"Cattle Price per 100 Kg","2020M04","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2020M05","Bullocks 200-249kg","Euro","228.19"
"Cattle Price per 100 Kg","2020M05","Bullocks 250-299kg","Euro","204.74"
"Cattle Price per 100 Kg","2020M05","Bullocks 300-349kg","Euro","207.97"
"Cattle Price per 100 Kg","2020M05","Bullocks 350-399kg","Euro","197.49"
"Cattle Price per 100 Kg","2020M05","Bullocks 400-449kg","Euro","192.93"
"Cattle Price per 100 Kg","2020M05","Bullocks 450-499kg","Euro","214.78"
"Cattle Price per 100 Kg","2020M05","Bullocks 500-549kg","Euro","201.37"
"Cattle Price per 100 Kg","2020M05","Bullocks 550kg+","Euro","188.2"
"Cattle Price per 100 Kg","2020M05","Heifers 200-249kg","Euro","257.23"
"Cattle Price per 100 Kg","2020M05","Heifers 250-299kg","Euro","234"
"Cattle Price per 100 Kg","2020M05","Heifers 300-349kg","Euro","228.12"
"Cattle Price per 100 Kg","2020M05","Heifers 350-399kg","Euro","226.03"
"Cattle Price per 100 Kg","2020M05","Heifers 400-449kg","Euro","213.46"
"Cattle Price per 100 Kg","2020M05","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2020M06","Bullocks 200-249kg","Euro","202.04"
"Cattle Price per 100 Kg","2020M06","Bullocks 250-299kg","Euro","200.15"
"Cattle Price per 100 Kg","2020M06","Bullocks 300-349kg","Euro","195.04"
"Cattle Price per 100 Kg","2020M06","Bullocks 350-399kg","Euro","194.89"
"Cattle Price per 100 Kg","2020M06","Bullocks 400-449kg","Euro","192.9"
"Cattle Price per 100 Kg","2020M06","Bullocks 450-499kg","Euro","196.27"
"Cattle Price per 100 Kg","2020M06","Bullocks 500-549kg","Euro","190.59"
"Cattle Price per 100 Kg","2020M06","Bullocks 550kg+","Euro","177.96"
"Cattle Price per 100 Kg","2020M06","Heifers 200-249kg","Euro","207.34"
"Cattle Price per 100 Kg","2020M06","Heifers 250-299kg","Euro","201.55"
"Cattle Price per 100 Kg","2020M06","Heifers 300-349kg","Euro","205.79"
"Cattle Price per 100 Kg","2020M06","Heifers 350-399kg","Euro","209.18"
"Cattle Price per 100 Kg","2020M06","Heifers 400-449kg","Euro","205.52"
"Cattle Price per 100 Kg","2020M06","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2020M07","Bullocks 200-249kg","Euro","203.65"
"Cattle Price per 100 Kg","2020M07","Bullocks 250-299kg","Euro","206.82"
"Cattle Price per 100 Kg","2020M07","Bullocks 300-349kg","Euro","203.89"
"Cattle Price per 100 Kg","2020M07","Bullocks 350-399kg","Euro","203.46"
"Cattle Price per 100 Kg","2020M07","Bullocks 400-449kg","Euro","203.99"
"Cattle Price per 100 Kg","2020M07","Bullocks 450-499kg","Euro","202.74"
"Cattle Price per 100 Kg","2020M07","Bullocks 500-549kg","Euro","200.52"
"Cattle Price per 100 Kg","2020M07","Bullocks 550kg+","Euro","184.55"
"Cattle Price per 100 Kg","2020M07","Heifers 200-249kg","Euro","233.42"
"Cattle Price per 100 Kg","2020M07","Heifers 250-299kg","Euro","210.38"
"Cattle Price per 100 Kg","2020M07","Heifers 300-349kg","Euro","203.25"
"Cattle Price per 100 Kg","2020M07","Heifers 350-399kg","Euro","208.16"
"Cattle Price per 100 Kg","2020M07","Heifers 400-449kg","Euro","208.44"
"Cattle Price per 100 Kg","2020M07","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2020M08","Bullocks 200-249kg","Euro","193.34"
"Cattle Price per 100 Kg","2020M08","Bullocks 250-299kg","Euro","211.86"
"Cattle Price per 100 Kg","2020M08","Bullocks 300-349kg","Euro","199.96"
"Cattle Price per 100 Kg","2020M08","Bullocks 350-399kg","Euro","199.24"
"Cattle Price per 100 Kg","2020M08","Bullocks 400-449kg","Euro","196.36"
"Cattle Price per 100 Kg","2020M08","Bullocks 450-499kg","Euro","195.03"
"Cattle Price per 100 Kg","2020M08","Bullocks 500-549kg","Euro","195.44"
"Cattle Price per 100 Kg","2020M08","Bullocks 550kg+","Euro","186.82"
"Cattle Price per 100 Kg","2020M08","Heifers 200-249kg","Euro","226.57"
"Cattle Price per 100 Kg","2020M08","Heifers 250-299kg","Euro","208.34"
"Cattle Price per 100 Kg","2020M08","Heifers 300-349kg","Euro","205.31"
"Cattle Price per 100 Kg","2020M08","Heifers 350-399kg","Euro","204.09"
"Cattle Price per 100 Kg","2020M08","Heifers 400-449kg","Euro","201.42"
"Cattle Price per 100 Kg","2020M08","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2020M09","Bullocks 200-249kg","Euro","220.35"
"Cattle Price per 100 Kg","2020M09","Bullocks 250-299kg","Euro","189.87"
"Cattle Price per 100 Kg","2020M09","Bullocks 300-349kg","Euro","193.54"
"Cattle Price per 100 Kg","2020M09","Bullocks 350-399kg","Euro","185.17"
"Cattle Price per 100 Kg","2020M09","Bullocks 400-449kg","Euro","188.66"
"Cattle Price per 100 Kg","2020M09","Bullocks 450-499kg","Euro","185.42"
"Cattle Price per 100 Kg","2020M09","Bullocks 500-549kg","Euro","193.59"
"Cattle Price per 100 Kg","2020M09","Bullocks 550kg+","Euro","182.92"
"Cattle Price per 100 Kg","2020M09","Heifers 200-249kg","Euro","238.81"
"Cattle Price per 100 Kg","2020M09","Heifers 250-299kg","Euro","194.37"
"Cattle Price per 100 Kg","2020M09","Heifers 300-349kg","Euro","197.5"
"Cattle Price per 100 Kg","2020M09","Heifers 350-399kg","Euro","197.02"
"Cattle Price per 100 Kg","2020M09","Heifers 400-449kg","Euro","196.78"
"Cattle Price per 100 Kg","2020M09","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2020M10","Bullocks 200-249kg","Euro","177.37"
"Cattle Price per 100 Kg","2020M10","Bullocks 250-299kg","Euro","209.53"
"Cattle Price per 100 Kg","2020M10","Bullocks 300-349kg","Euro","193.92"
"Cattle Price per 100 Kg","2020M10","Bullocks 350-399kg","Euro","190.7"
"Cattle Price per 100 Kg","2020M10","Bullocks 400-449kg","Euro","187.4"
"Cattle Price per 100 Kg","2020M10","Bullocks 450-499kg","Euro","191.22"
"Cattle Price per 100 Kg","2020M10","Bullocks 500-549kg","Euro","187.29"
"Cattle Price per 100 Kg","2020M10","Bullocks 550kg+","Euro","182.6"
"Cattle Price per 100 Kg","2020M10","Heifers 200-249kg","Euro","177.51"
"Cattle Price per 100 Kg","2020M10","Heifers 250-299kg","Euro","198.51"
"Cattle Price per 100 Kg","2020M10","Heifers 300-349kg","Euro","196.31"
"Cattle Price per 100 Kg","2020M10","Heifers 350-399kg","Euro","198.02"
"Cattle Price per 100 Kg","2020M10","Heifers 400-449kg","Euro","197.1"
"Cattle Price per 100 Kg","2020M10","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2020M11","Bullocks 200-249kg","Euro","180.44"
"Cattle Price per 100 Kg","2020M11","Bullocks 250-299kg","Euro","184.42"
"Cattle Price per 100 Kg","2020M11","Bullocks 300-349kg","Euro","187.89"
"Cattle Price per 100 Kg","2020M11","Bullocks 350-399kg","Euro","196.51"
"Cattle Price per 100 Kg","2020M11","Bullocks 400-449kg","Euro","196.55"
"Cattle Price per 100 Kg","2020M11","Bullocks 450-499kg","Euro","193.79"
"Cattle Price per 100 Kg","2020M11","Bullocks 500-549kg","Euro","188.6"
"Cattle Price per 100 Kg","2020M11","Bullocks 550kg+","Euro","186.55"
"Cattle Price per 100 Kg","2020M11","Heifers 200-249kg","Euro","199.08"
"Cattle Price per 100 Kg","2020M11","Heifers 250-299kg","Euro","182.03"
"Cattle Price per 100 Kg","2020M11","Heifers 300-349kg","Euro","194.62"
"Cattle Price per 100 Kg","2020M11","Heifers 350-399kg","Euro","195.72"
"Cattle Price per 100 Kg","2020M11","Heifers 400-449kg","Euro","196.54"
"Cattle Price per 100 Kg","2020M11","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2020M12","Bullocks 200-249kg","Euro","205.66"
"Cattle Price per 100 Kg","2020M12","Bullocks 250-299kg","Euro","180.77"
"Cattle Price per 100 Kg","2020M12","Bullocks 300-349kg","Euro","185.85"
"Cattle Price per 100 Kg","2020M12","Bullocks 350-399kg","Euro","203.93"
"Cattle Price per 100 Kg","2020M12","Bullocks 400-449kg","Euro","194.82"
"Cattle Price per 100 Kg","2020M12","Bullocks 450-499kg","Euro","187.89"
"Cattle Price per 100 Kg","2020M12","Bullocks 500-549kg","Euro","196.84"
"Cattle Price per 100 Kg","2020M12","Bullocks 550kg+","Euro","184.44"
"Cattle Price per 100 Kg","2020M12","Heifers 200-249kg","Euro","230.52"
"Cattle Price per 100 Kg","2020M12","Heifers 250-299kg","Euro","215.51"
"Cattle Price per 100 Kg","2020M12","Heifers 300-349kg","Euro","195.64"
"Cattle Price per 100 Kg","2020M12","Heifers 350-399kg","Euro","204.93"
"Cattle Price per 100 Kg","2020M12","Heifers 400-449kg","Euro","200.07"
"Cattle Price per 100 Kg","2020M12","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2021M01","Bullocks 200-249kg","Euro","206.6"
"Cattle Price per 100 Kg","2021M01","Bullocks 250-299kg","Euro","219.86"
"Cattle Price per 100 Kg","2021M01","Bullocks 300-349kg","Euro","199.44"
"Cattle Price per 100 Kg","2021M01","Bullocks 350-399kg","Euro","201.48"
"Cattle Price per 100 Kg","2021M01","Bullocks 400-449kg","Euro","210.66"
"Cattle Price per 100 Kg","2021M01","Bullocks 450-499kg","Euro","201.93"
"Cattle Price per 100 Kg","2021M01","Bullocks 500-549kg","Euro","201.09"
"Cattle Price per 100 Kg","2021M01","Bullocks 550kg+","Euro","190.74"
"Cattle Price per 100 Kg","2021M01","Heifers 200-249kg","Euro","232.7"
"Cattle Price per 100 Kg","2021M01","Heifers 250-299kg","Euro","217.62"
"Cattle Price per 100 Kg","2021M01","Heifers 300-349kg","Euro","213.35"
"Cattle Price per 100 Kg","2021M01","Heifers 350-399kg","Euro","215.26"
"Cattle Price per 100 Kg","2021M01","Heifers 400-449kg","Euro","211.43"
"Cattle Price per 100 Kg","2021M01","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2021M02","Bullocks 200-249kg","Euro","217.1"
"Cattle Price per 100 Kg","2021M02","Bullocks 250-299kg","Euro","203.22"
"Cattle Price per 100 Kg","2021M02","Bullocks 300-349kg","Euro","199.39"
"Cattle Price per 100 Kg","2021M02","Bullocks 350-399kg","Euro","197.61"
"Cattle Price per 100 Kg","2021M02","Bullocks 400-449kg","Euro","201.1"
"Cattle Price per 100 Kg","2021M02","Bullocks 450-499kg","Euro","204.87"
"Cattle Price per 100 Kg","2021M02","Bullocks 500-549kg","Euro","196.74"
"Cattle Price per 100 Kg","2021M02","Bullocks 550kg+","Euro","185.12"
"Cattle Price per 100 Kg","2021M02","Heifers 200-249kg","Euro","224.03"
"Cattle Price per 100 Kg","2021M02","Heifers 250-299kg","Euro","217.94"
"Cattle Price per 100 Kg","2021M02","Heifers 300-349kg","Euro","213.96"
"Cattle Price per 100 Kg","2021M02","Heifers 350-399kg","Euro","217.63"
"Cattle Price per 100 Kg","2021M02","Heifers 400-449kg","Euro","210.56"
"Cattle Price per 100 Kg","2021M02","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2021M03","Bullocks 200-249kg","Euro","232.53"
"Cattle Price per 100 Kg","2021M03","Bullocks 250-299kg","Euro","206.23"
"Cattle Price per 100 Kg","2021M03","Bullocks 300-349kg","Euro","203.06"
"Cattle Price per 100 Kg","2021M03","Bullocks 350-399kg","Euro","212.09"
"Cattle Price per 100 Kg","2021M03","Bullocks 400-449kg","Euro","215.66"
"Cattle Price per 100 Kg","2021M03","Bullocks 450-499kg","Euro","217.43"
"Cattle Price per 100 Kg","2021M03","Bullocks 500-549kg","Euro","212.89"
"Cattle Price per 100 Kg","2021M03","Bullocks 550kg+","Euro","203.63"
"Cattle Price per 100 Kg","2021M03","Heifers 200-249kg","Euro","229.02"
"Cattle Price per 100 Kg","2021M03","Heifers 250-299kg","Euro","218.23"
"Cattle Price per 100 Kg","2021M03","Heifers 300-349kg","Euro","219.26"
"Cattle Price per 100 Kg","2021M03","Heifers 350-399kg","Euro","221.08"
"Cattle Price per 100 Kg","2021M03","Heifers 400-449kg","Euro","223.53"
"Cattle Price per 100 Kg","2021M03","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2021M04","Bullocks 200-249kg","Euro","210.36"
"Cattle Price per 100 Kg","2021M04","Bullocks 250-299kg","Euro","221.75"
"Cattle Price per 100 Kg","2021M04","Bullocks 300-349kg","Euro","214.72"
"Cattle Price per 100 Kg","2021M04","Bullocks 350-399kg","Euro","209.09"
"Cattle Price per 100 Kg","2021M04","Bullocks 400-449kg","Euro","221.97"
"Cattle Price per 100 Kg","2021M04","Bullocks 450-499kg","Euro","220.63"
"Cattle Price per 100 Kg","2021M04","Bullocks 500-549kg","Euro","218.64"
"Cattle Price per 100 Kg","2021M04","Bullocks 550kg+","Euro","209.16"
"Cattle Price per 100 Kg","2021M04","Heifers 200-249kg","Euro","231.81"
"Cattle Price per 100 Kg","2021M04","Heifers 250-299kg","Euro","222.64"
"Cattle Price per 100 Kg","2021M04","Heifers 300-349kg","Euro","220.5"
"Cattle Price per 100 Kg","2021M04","Heifers 350-399kg","Euro","225.73"
"Cattle Price per 100 Kg","2021M04","Heifers 400-449kg","Euro","226.87"
"Cattle Price per 100 Kg","2021M04","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2021M05","Bullocks 200-249kg","Euro","208.27"
"Cattle Price per 100 Kg","2021M05","Bullocks 250-299kg","Euro","215.04"
"Cattle Price per 100 Kg","2021M05","Bullocks 300-349kg","Euro","202.11"
"Cattle Price per 100 Kg","2021M05","Bullocks 350-399kg","Euro","207.94"
"Cattle Price per 100 Kg","2021M05","Bullocks 400-449kg","Euro","201.1"
"Cattle Price per 100 Kg","2021M05","Bullocks 450-499kg","Euro","213.94"
"Cattle Price per 100 Kg","2021M05","Bullocks 500-549kg","Euro","218.62"
"Cattle Price per 100 Kg","2021M05","Bullocks 550kg+","Euro","207.47"
"Cattle Price per 100 Kg","2021M05","Heifers 200-249kg","Euro","216.04"
"Cattle Price per 100 Kg","2021M05","Heifers 250-299kg","Euro","215.32"
"Cattle Price per 100 Kg","2021M05","Heifers 300-349kg","Euro","211.9"
"Cattle Price per 100 Kg","2021M05","Heifers 350-399kg","Euro","213.56"
"Cattle Price per 100 Kg","2021M05","Heifers 400-449kg","Euro","219.62"
"Cattle Price per 100 Kg","2021M05","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2021M06","Bullocks 200-249kg","Euro","219.92"
"Cattle Price per 100 Kg","2021M06","Bullocks 250-299kg","Euro","211.8"
"Cattle Price per 100 Kg","2021M06","Bullocks 300-349kg","Euro","217.08"
"Cattle Price per 100 Kg","2021M06","Bullocks 350-399kg","Euro","217.64"
"Cattle Price per 100 Kg","2021M06","Bullocks 400-449kg","Euro","212.89"
"Cattle Price per 100 Kg","2021M06","Bullocks 450-499kg","Euro","221.65"
"Cattle Price per 100 Kg","2021M06","Bullocks 500-549kg","Euro","221.54"
"Cattle Price per 100 Kg","2021M06","Bullocks 550kg+","Euro","211.29"
"Cattle Price per 100 Kg","2021M06","Heifers 200-249kg","Euro","216.1"
"Cattle Price per 100 Kg","2021M06","Heifers 250-299kg","Euro","221.92"
"Cattle Price per 100 Kg","2021M06","Heifers 300-349kg","Euro","223.19"
"Cattle Price per 100 Kg","2021M06","Heifers 350-399kg","Euro","226.94"
"Cattle Price per 100 Kg","2021M06","Heifers 400-449kg","Euro","228.69"
"Cattle Price per 100 Kg","2021M06","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2021M07","Bullocks 200-249kg","Euro","208.44"
"Cattle Price per 100 Kg","2021M07","Bullocks 250-299kg","Euro","229.12"
"Cattle Price per 100 Kg","2021M07","Bullocks 300-349kg","Euro","219.03"
"Cattle Price per 100 Kg","2021M07","Bullocks 350-399kg","Euro","218.05"
"Cattle Price per 100 Kg","2021M07","Bullocks 400-449kg","Euro","208.11"
"Cattle Price per 100 Kg","2021M07","Bullocks 450-499kg","Euro","214.28"
"Cattle Price per 100 Kg","2021M07","Bullocks 500-549kg","Euro","221.95"
"Cattle Price per 100 Kg","2021M07","Bullocks 550kg+","Euro","212.13"
"Cattle Price per 100 Kg","2021M07","Heifers 200-249kg","Euro","219.63"
"Cattle Price per 100 Kg","2021M07","Heifers 250-299kg","Euro","221.82"
"Cattle Price per 100 Kg","2021M07","Heifers 300-349kg","Euro","220.72"
"Cattle Price per 100 Kg","2021M07","Heifers 350-399kg","Euro","223.48"
"Cattle Price per 100 Kg","2021M07","Heifers 400-449kg","Euro","223.36"
"Cattle Price per 100 Kg","2021M07","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2021M08","Bullocks 200-249kg","Euro","188.11"
"Cattle Price per 100 Kg","2021M08","Bullocks 250-299kg","Euro","217.12"
"Cattle Price per 100 Kg","2021M08","Bullocks 300-349kg","Euro","203.86"
"Cattle Price per 100 Kg","2021M08","Bullocks 350-399kg","Euro","201.89"
"Cattle Price per 100 Kg","2021M08","Bullocks 400-449kg","Euro","201.22"
"Cattle Price per 100 Kg","2021M08","Bullocks 450-499kg","Euro","206.9"
"Cattle Price per 100 Kg","2021M08","Bullocks 500-549kg","Euro","211.07"
"Cattle Price per 100 Kg","2021M08","Bullocks 550kg+","Euro","208.15"
"Cattle Price per 100 Kg","2021M08","Heifers 200-249kg","Euro","210.53"
"Cattle Price per 100 Kg","2021M08","Heifers 250-299kg","Euro","214.93"
"Cattle Price per 100 Kg","2021M08","Heifers 300-349kg","Euro","210.35"
"Cattle Price per 100 Kg","2021M08","Heifers 350-399kg","Euro","213.72"
"Cattle Price per 100 Kg","2021M08","Heifers 400-449kg","Euro","215.86"
"Cattle Price per 100 Kg","2021M08","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2021M09","Bullocks 200-249kg","Euro","199.1"
"Cattle Price per 100 Kg","2021M09","Bullocks 250-299kg","Euro","211.62"
"Cattle Price per 100 Kg","2021M09","Bullocks 300-349kg","Euro","218.11"
"Cattle Price per 100 Kg","2021M09","Bullocks 350-399kg","Euro","211.06"
"Cattle Price per 100 Kg","2021M09","Bullocks 400-449kg","Euro","208.27"
"Cattle Price per 100 Kg","2021M09","Bullocks 450-499kg","Euro","211.57"
"Cattle Price per 100 Kg","2021M09","Bullocks 500-549kg","Euro","213.92"
"Cattle Price per 100 Kg","2021M09","Bullocks 550kg+","Euro","210.23"
"Cattle Price per 100 Kg","2021M09","Heifers 200-249kg","Euro","209.86"
"Cattle Price per 100 Kg","2021M09","Heifers 250-299kg","Euro","202.37"
"Cattle Price per 100 Kg","2021M09","Heifers 300-349kg","Euro","210.41"
